ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES3,C00192,IT0001076,02-NOV-2017 12.00.00.000000000 AM,264975,1250,03-NOV-2017 12.00.00.000000000 AM,21612083,250
ES3,C00192,IT0001076,02-NOV-2017 12.00.00.000000000 AM,264975,1250,07-NOV-2017 12.00.00.000000000 AM,21612228,750
ES3,C00192,IT0001076,02-NOV-2017 12.00.00.000000000 AM,264975,1250,10-DEC-2017 12.00.00.000000000 AM,21613381,250
ES1,C00238,IT0001487,13-DEC-2017 12.00.00.000000000 AM,265276,6000,13-DEC-2017 12.00.00.000000000 AM,21613518,6000
ES1,C00205,IT0001113,09-NOV-2017 12.00.00.000000000 AM,265029,216,13-NOV-2017 12.00.00.000000000 AM,21612452,72
ES1,C00205,IT0001113,09-NOV-2017 12.00.00.000000000 AM,265029,216,14-NOV-2017 12.00.00.000000000 AM,21612452,72
ES1,C00205,IT0001113,09-NOV-2017 12.00.00.000000000 AM,265029,216,20-NOV-2017 12.00.00.000000000 AM,21612697,72
ES1,C00102,IT0001076,19-DEC-2017 12.00.00.000000000 AM,265407,250,21-DEC-2017 12.00.00.000000000 AM,21613784,250
ES1,C00315,IT0001088,19-OCT-2017 12.00.00.000000000 AM,264838,320,03-NOV-2017 12.00.00.000000000 AM,21612102,160
ES1,C00315,IT0001088,19-OCT-2017 12.00.00.000000000 AM,264838,320,10-NOV-2017 12.00.00.000000000 AM,21612332,160
ES1,C00354,IT0001012,15-DEC-2017 12.00.00.000000000 AM,265371,2500,25-DEC-2017 12.00.00.000000000 AM,21613959,500
ES1,C00313,IT0001162,29-AUG-2017 12.00.00.000000000 AM,264400,300,02-NOV-2017 12.00.00.000000000 AM,21612093,42
ES1,C00313,IT0001162,29-AUG-2017 12.00.00.000000000 AM,264400,300,10-NOV-2017 12.00.00.000000000 AM,21612378,36
ES1,C00166,IT0001101,11-OCT-2017 12.00.00.000000000 AM,264770,260,16-NOV-2017 12.00.00.000000000 AM,21612532,180
ES1,C00166,IT0001101,11-OCT-2017 12.00.00.000000000 AM,264770,260,23-NOV-2017 12.00.00.000000000 AM,21612805,80
ES3,C00246,IT0001012,20-NOV-2017 12.00.00.000000000 AM,265143,250,21-NOV-2017 12.00.00.000000000 AM,21612743,250
ES1,C00362,IT0001119,19-OCT-2017 12.00.00.000000000 AM,221482,12,26-NOV-2017 12.00.00.000000000 AM,21612883,12
ES1,C00360,IT0001352,04-DEC-2017 12.00.00.000000000 AM,221506,1,26-DEC-2017 12.00.00.000000000 AM,21613929,1
ES1,C00356,IT0001354,14-NOV-2017 12.00.00.000000000 AM,221495,9,29-NOV-2017 12.00.00.000000000 AM,21613109,9
ES3,C00304,IT0001151,29-NOV-2017 12.00.00.000000000 AM,265210,80,29-NOV-2017 12.00.00.000000000 AM,21613088,80
ES1,C00360,IT0001468,04-DEC-2017 12.00.00.000000000 AM,221506,40,26-DEC-2017 12.00.00.000000000 AM,21613929,40
ES1,C00110,IT0001012,22-NOV-2017 12.00.00.000000000 AM,265162,250,23-NOV-2017 12.00.00.000000000 AM,21612845,250
ES3,C00354,IT0001012,18-JUL-2017 12.00.00.000000000 AM,263981,1750,08-NOV-2017 12.00.00.000000000 AM,21612250,250
ES3,C00102,IT0001088,12-NOV-2017 12.00.00.000000000 AM,265056,320,13-NOV-2017 12.00.00.000000000 AM,21612399,320
ES1,C00314,IT0001130,12-NOV-2017 12.00.00.000000000 AM,265039,160,13-NOV-2017 12.00.00.000000000 AM,21612479,128
ES1,C00314,IT0001130,12-NOV-2017 12.00.00.000000000 AM,265039,160,19-NOV-2017 12.00.00.000000000 AM,21612623,32
ES1,C00316,IT0001088,20-DEC-2017 12.00.00.000000000 AM,265424,640,27-DEC-2017 12.00.00.000000000 AM,21614008,320
ES1,C00126,IT0001088,19-DEC-2017 12.00.00.000000000 AM,265405,480,24-DEC-2017 12.00.00.000000000 AM,21613869,480
ES3,C00354,IT0001068,19-DEC-2017 12.00.00.000000000 AM,265404,72,21-DEC-2017 12.00.00.000000000 AM,21613863,72
ES1,C00240,IT0001471,30-OCT-2017 12.00.00.000000000 AM,264926,10,08-NOV-2017 12.00.00.000000000 AM,21612238,10
ES3,C00304,IT0001076,29-NOV-2017 12.00.00.000000000 AM,265210,500,29-NOV-2017 12.00.00.000000000 AM,21613088,500
ES1,C00354,IT0001012,15-DEC-2017 12.00.00.000000000 AM,265371,2500,27-DEC-2017 12.00.00.000000000 AM,21614011,750
ES1,C00315,IT0001488,10-DEC-2017 12.00.00.000000000 AM,265315,75,22-DEC-2017 12.00.00.000000000 AM,21613856,75
ES3,C00128,IT0001076,16-OCT-2017 12.00.00.000000000 AM,264808,500,18-DEC-2017 12.00.00.000000000 AM,21613627,250
ES1,C00237,IT0001096,12-DEC-2017 12.00.00.000000000 AM,291934,320,14-DEC-2017 12.00.00.000000000 AM,21613500,320
ES1,C00283,IT0001012,02-NOV-2017 12.00.00.000000000 AM,264976,250,03-NOV-2017 12.00.00.000000000 AM,21612090,250
ES1,C00156,IT0001096,16-NOV-2017 12.00.00.000000000 AM,291897,1600,21-NOV-2017 12.00.00.000000000 AM,21612658,1600
ES1,C00311,IT0001076,24-DEC-2017 12.00.00.000000000 AM,265461,500,29-DEC-2017 12.00.00.000000000 AM,21614087,500
ES1,C00102,IT0001174,17-OCT-2017 12.00.00.000000000 AM,264814,12,27-NOV-2017 12.00.00.000000000 AM,21612924,6
ES1,C00311,IT0001124,27-NOV-2017 12.00.00.000000000 AM,265205,120,29-NOV-2017 12.00.00.000000000 AM,21613093,40
ES1,C00311,IT0001124,27-NOV-2017 12.00.00.000000000 AM,265205,120,13-DEC-2017 12.00.00.000000000 AM,21613482,80
ES1,C00354,IT0001033,12-NOV-2017 12.00.00.000000000 AM,265063,130,27-DEC-2017 12.00.00.000000000 AM,21614010,130
ES1,C00333,IT0001088,14-NOV-2017 12.00.00.000000000 AM,264998,330,14-NOV-2017 12.00.00.000000000 AM,21612512,330
ES1,C00309,IT0001415,06-DEC-2017 12.00.00.000000000 AM,265274,10,12-DEC-2017 12.00.00.000000000 AM,21613430,10
ES1,C00293,IT0001088,18-OCT-2017 12.00.00.000000000 AM,264828,75,02-NOV-2017 12.00.00.000000000 AM,21612050,75
ES3,C00159,IT0001076,29-NOV-2017 12.00.00.000000000 AM,265238,1000,10-DEC-2017 12.00.00.000000000 AM,21613411,300
ES1,C00342,IT0001076,06-NOV-2017 12.00.00.000000000 AM,265001,250,08-NOV-2017 12.00.00.000000000 AM,21612249,250
ES1,C00115,IT0001433,13-NOV-2017 12.00.00.000000000 AM,265057,4,20-NOV-2017 12.00.00.000000000 AM,21612631,4
ES3,C00246,IT0001012,15-DEC-2017 12.00.00.000000000 AM,265369,250,18-DEC-2017 12.00.00.000000000 AM,21613699,250
ES1,C00301,IT0001151,28-NOV-2017 12.00.00.000000000 AM,265213,320,13-DEC-2017 12.00.00.000000000 AM,21613520,128
ES1,C00301,IT0001151,28-NOV-2017 12.00.00.000000000 AM,265213,320,22-DEC-2017 12.00.00.000000000 AM,21613878,192
ES1,C00301,IT0001433,28-NOV-2017 12.00.00.000000000 AM,265212,10,03-DEC-2017 12.00.00.000000000 AM,21613146,10
ES1,C00301,IT0001433,07-DEC-2017 12.00.00.000000000 AM,265299,3,12-DEC-2017 12.00.00.000000000 AM,21613428,3
ES1,C00252,IT0001084,06-DEC-2017 12.00.00.000000000 AM,291927,1000,07-DEC-2017 12.00.00.000000000 AM,21613262,1000
ES3,C00313,IT0001012,29-NOV-2017 12.00.00.000000000 AM,265228,1500,07-DEC-2017 12.00.00.000000000 AM,21613360,750
ES3,C00313,IT0001012,29-NOV-2017 12.00.00.000000000 AM,265228,1500,13-DEC-2017 12.00.00.000000000 AM,21613529,750
ES1,C00287,IT0001381,17-NOV-2017 12.00.00.000000000 AM,265113,10,21-NOV-2017 12.00.00.000000000 AM,21612747,10
ES1,C00314,IT0001076,14-SEP-2017 12.00.00.000000000 AM,264520,1250,16-NOV-2017 12.00.00.000000000 AM,21612550,250
ES1,C00314,IT0001076,14-SEP-2017 12.00.00.000000000 AM,264520,1250,24-NOV-2017 12.00.00.000000000 AM,21612878,500
ES1,C00314,IT0001076,14-SEP-2017 12.00.00.000000000 AM,264520,1250,26-NOV-2017 12.00.00.000000000 AM,21612910,500
ES1,C00333,IT0001133,14-NOV-2017 12.00.00.000000000 AM,264999,37,15-NOV-2017 12.00.00.000000000 AM,21612513,37
ES1,C00252,IT0001096,14-DEC-2017 12.00.00.000000000 AM,291942,1298,19-DEC-2017 12.00.00.000000000 AM,21613667,1280
ES1,C00311,IT0001066,24-DEC-2017 12.00.00.000000000 AM,265461,130,29-DEC-2017 12.00.00.000000000 AM,21614087,130
ES1,C00252,IT0001096,14-DEC-2017 12.00.00.000000000 AM,291942,1298,19-DEC-2017 12.00.00.000000000 AM,21613669,18
ES1,C00133,IT0001099,27-NOV-2017 12.00.00.000000000 AM,291920,320,18-DEC-2017 12.00.00.000000000 AM,21613666,320
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,12-NOV-2017 12.00.00.000000000 AM,21612406,500
ES1,C00313,IT0001076,14-DEC-2017 12.00.00.000000000 AM,265362,750,14-DEC-2017 12.00.00.000000000 AM,21613587,750
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,14-NOV-2017 12.00.00.000000000 AM,21612462,500
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,15-NOV-2017 12.00.00.000000000 AM,21612539,750
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,17-NOV-2017 12.00.00.000000000 AM,21612579,500
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,17-NOV-2017 12.00.00.000000000 AM,21612612,250
ES1,C00301,IT0001012,06-NOV-2017 12.00.00.000000000 AM,264994,3000,23-NOV-2017 12.00.00.000000000 AM,21612868,500
ES1,C00110,IT0001020,08-NOV-2017 12.00.00.000000000 AM,265017,1280,07-DEC-2017 12.00.00.000000000 AM,21613329,160
ES1,C00110,IT0001020,08-NOV-2017 12.00.00.000000000 AM,265017,1280,10-DEC-2017 12.00.00.000000000 AM,21613374,320
ES1,C00264,IT0001096,20-NOV-2017 12.00.00.000000000 AM,291901,2080,27-NOV-2017 12.00.00.000000000 AM,21612918,1600
ES1,C00264,IT0001096,20-NOV-2017 12.00.00.000000000 AM,291901,2080,27-NOV-2017 12.00.00.000000000 AM,21612919,480
ES1,C00205,IT0001012,31-OCT-2017 12.00.00.000000000 AM,264943,1250,01-NOV-2017 12.00.00.000000000 AM,21612049,500
ES1,C00205,IT0001012,31-OCT-2017 12.00.00.000000000 AM,264943,1250,02-NOV-2017 12.00.00.000000000 AM,21612049,250
ES1,C00205,IT0001012,31-OCT-2017 12.00.00.000000000 AM,264943,1250,02-NOV-2017 12.00.00.000000000 AM,21612049,500
ES1,C00257,IT0001088,07-NOV-2017 12.00.00.000000000 AM,265007,160,10-NOV-2017 12.00.00.000000000 AM,21612371,160
ES1,C00355,IT0001514,28-SEP-2017 12.00.00.000000000 AM,221471,71,14-NOV-2017 12.00.00.000000000 AM,21612416,71
ES1,C00110,IT0001020,08-NOV-2017 12.00.00.000000000 AM,265017,1280,12-DEC-2017 12.00.00.000000000 AM,21613410,320
ES1,C00110,IT0001020,08-NOV-2017 12.00.00.000000000 AM,265017,1280,25-DEC-2017 12.00.00.000000000 AM,21613911,320
ES1,C00301,IT0001068,28-NOV-2017 12.00.00.000000000 AM,265215,72,05-DEC-2017 12.00.00.000000000 AM,21613243,72
ES1,C00355,IT0001231,26-OCT-2017 12.00.00.000000000 AM,221491,450,06-DEC-2017 12.00.00.000000000 AM,21613227,294
ES1,C00240,IT0001020,28-NOV-2017 12.00.00.000000000 AM,265220,480,06-DEC-2017 12.00.00.000000000 AM,21613234,160
ES1,C00240,IT0001020,28-NOV-2017 12.00.00.000000000 AM,265220,480,24-DEC-2017 12.00.00.000000000 AM,21613873,320
ES1,C00191,IT0001113,21-DEC-2017 12.00.00.000000000 AM,265433,50,22-DEC-2017 12.00.00.000000000 AM,21613839,50
ES1,C00283,IT0001020,27-NOV-2017 12.00.00.000000000 AM,265187,640,25-DEC-2017 12.00.00.000000000 AM,21613946,160
ES1,C00115,IT0001162,16-NOV-2017 12.00.00.000000000 AM,265108,50,25-DEC-2017 12.00.00.000000000 AM,21613902,50
ES1,C00309,IT0001020,14-DEC-2017 12.00.00.000000000 AM,265355,160,19-DEC-2017 12.00.00.000000000 AM,21613709,160
ES1,C00113,IT0001088,02-NOV-2017 12.00.00.000000000 AM,264980,320,07-NOV-2017 12.00.00.000000000 AM,21612180,320
ES1,C00127,IT0001088,10-DEC-2017 12.00.00.000000000 AM,265298,160,12-DEC-2017 12.00.00.000000000 AM,21613449,160
ES1,C00311,IT0001088,24-DEC-2017 12.00.00.000000000 AM,265460,480,24-DEC-2017 12.00.00.000000000 AM,21613914,160
ES1,C00311,IT0001088,24-DEC-2017 12.00.00.000000000 AM,265460,480,28-DEC-2017 12.00.00.000000000 AM,21614086,320
ES1,C00126,IT0001102,21-DEC-2017 12.00.00.000000000 AM,265432,50,26-DEC-2017 12.00.00.000000000 AM,21613986,50
ES1,C00301,IT0001012,07-DEC-2017 12.00.00.000000000 AM,265286,3500,27-DEC-2017 12.00.00.000000000 AM,21614056,750
ES1,C00313,IT0001076,24-OCT-2017 12.00.00.000000000 AM,264861,500,10-NOV-2017 12.00.00.000000000 AM,21612382,250
ES1,C00335,IT0001162,04-JUL-2017 12.00.00.000000000 AM,263899,120,20-NOV-2017 12.00.00.000000000 AM,21612671,36
ES1,C00335,IT0001162,04-JUL-2017 12.00.00.000000000 AM,263899,120,03-DEC-2017 12.00.00.000000000 AM,21613153,30
ES1,C00301,IT0001162,27-OCT-2017 12.00.00.000000000 AM,264902,120,14-DEC-2017 12.00.00.000000000 AM,21613576,42
ES1,C00313,IT0001076,24-OCT-2017 12.00.00.000000000 AM,264861,500,17-NOV-2017 12.00.00.000000000 AM,21612582,250
ES3,C00313,IT0001012,04-DEC-2017 12.00.00.000000000 AM,265229,2500,14-DEC-2017 12.00.00.000000000 AM,21613585,500
ES3,C00313,IT0001012,04-DEC-2017 12.00.00.000000000 AM,265229,2500,18-DEC-2017 12.00.00.000000000 AM,21613644,750
ES3,C00313,IT0001012,04-DEC-2017 12.00.00.000000000 AM,265229,2500,21-DEC-2017 12.00.00.000000000 AM,21613813,1250
ES1,C00309,IT0001088,05-DEC-2017 12.00.00.000000000 AM,265251,320,05-DEC-2017 12.00.00.000000000 AM,21613244,320
ES1,C00335,IT0001012,29-SEP-2017 12.00.00.000000000 AM,264668,7500,01-NOV-2017 12.00.00.000000000 AM,21612060,750
ES1,C00335,IT0001012,29-SEP-2017 12.00.00.000000000 AM,264668,7500,07-NOV-2017 12.00.00.000000000 AM,21612208,500
ES1,C00335,IT0001012,29-SEP-2017 12.00.00.000000000 AM,264668,7500,12-NOV-2017 12.00.00.000000000 AM,21612388,1000
ES1,C00335,IT0001012,29-SEP-2017 12.00.00.000000000 AM,264668,7500,15-NOV-2017 12.00.00.000000000 AM,21612514,250
ES1,C00335,IT0001012,29-SEP-2017 12.00.00.000000000 AM,264668,7500,28-NOV-2017 12.00.00.000000000 AM,21613032,250
ES1,C00311,IT0001088,27-NOV-2017 12.00.00.000000000 AM,265205,480,13-DEC-2017 12.00.00.000000000 AM,21613523,320
ES1,C00240,IT0001033,28-NOV-2017 12.00.00.000000000 AM,265220,130,24-DEC-2017 12.00.00.000000000 AM,21613873,130
ES3,C00205,IT0001101,14-DEC-2017 12.00.00.000000000 AM,265309,50,14-DEC-2017 12.00.00.000000000 AM,21613557,50
ES1,C00301,IT0001076,06-NOV-2017 12.00.00.000000000 AM,264994,1000,07-NOV-2017 12.00.00.000000000 AM,21612243,500
ES1,C00106,IT0001101,27-NOV-2017 12.00.00.000000000 AM,265199,50,07-DEC-2017 12.00.00.000000000 AM,21613324,50
ES3,C00127,IT0001040,24-DEC-2017 12.00.00.000000000 AM,265465,72,24-DEC-2017 12.00.00.000000000 AM,21613892,72
ES1,C00110,IT0001033,07-NOV-2017 12.00.00.000000000 AM,265014,130,21-NOV-2017 12.00.00.000000000 AM,21612723,130
ES1,C00106,IT0001113,27-NOV-2017 12.00.00.000000000 AM,265199,75,07-DEC-2017 12.00.00.000000000 AM,21613324,75
ES1,C00257,IT0001113,18-DEC-2017 12.00.00.000000000 AM,265399,72,27-DEC-2017 12.00.00.000000000 AM,21613996,72
ES1,C00301,IT0001076,06-NOV-2017 12.00.00.000000000 AM,264994,1000,12-NOV-2017 12.00.00.000000000 AM,21612406,500
ES1,C00297,IT0001418,20-NOV-2017 12.00.00.000000000 AM,291905,250,13-DEC-2017 12.00.00.000000000 AM,21613487,250
ES1,C00238,IT0001499,26-NOV-2017 12.00.00.000000000 AM,265194,25,28-NOV-2017 12.00.00.000000000 AM,21613008,25
ES1,C00156,IT0001159,13-DEC-2017 12.00.00.000000000 AM,291935,192,20-DEC-2017 12.00.00.000000000 AM,21613746,192
ES1,C00301,IT0001151,13-NOV-2017 12.00.00.000000000 AM,265070,80,14-DEC-2017 12.00.00.000000000 AM,21613577,80
ES1,C00335,IT0001151,29-SEP-2017 12.00.00.000000000 AM,264668,160,07-NOV-2017 12.00.00.000000000 AM,21612208,64
ES1,C00104,IT0001088,02-NOV-2017 12.00.00.000000000 AM,264961,640,17-NOV-2017 12.00.00.000000000 AM,21612592,640
ES1,C00277,IT0001088,24-NOV-2017 12.00.00.000000000 AM,265180,125,27-NOV-2017 12.00.00.000000000 AM,21612953,125
ES1,C00110,IT0001159,14-SEP-2017 12.00.00.000000000 AM,264524,24,10-NOV-2017 12.00.00.000000000 AM,21612311,24
ES1,C00301,IT0001415,19-DEC-2017 12.00.00.000000000 AM,265415,10,20-DEC-2017 12.00.00.000000000 AM,21613807,10
ES1,C00342,IT0001088,06-NOV-2017 12.00.00.000000000 AM,264987,640,07-NOV-2017 12.00.00.000000000 AM,21612209,320
ES1,C00342,IT0001088,06-NOV-2017 12.00.00.000000000 AM,264987,640,10-NOV-2017 12.00.00.000000000 AM,21612391,320
ES1,C00307,IT0001088,10-OCT-2017 12.00.00.000000000 AM,264743,1280,03-NOV-2017 12.00.00.000000000 AM,21612064,640
ES1,C00311,IT0001088,27-NOV-2017 12.00.00.000000000 AM,265205,480,18-DEC-2017 12.00.00.000000000 AM,21613713,160
ES1,C00238,IT0001151,25-OCT-2017 12.00.00.000000000 AM,264885,240,28-NOV-2017 12.00.00.000000000 AM,21613067,104
ES1,C00276,IT0001088,17-NOV-2017 12.00.00.000000000 AM,265111,368,17-NOV-2017 12.00.00.000000000 AM,21612610,368
ES1,C00287,IT0001088,20-DEC-2017 12.00.00.000000000 AM,265414,320,22-DEC-2017 12.00.00.000000000 AM,21613843,320
ES1,C00355,IT0001231,26-OCT-2017 12.00.00.000000000 AM,221491,450,12-DEC-2017 12.00.00.000000000 AM,21613442,156
ES1,C00355,IT0001232,26-NOV-2017 12.00.00.000000000 AM,221501,45,12-DEC-2017 12.00.00.000000000 AM,21613444,45
ES1,C00360,IT0001378,04-DEC-2017 12.00.00.000000000 AM,221505,50,26-DEC-2017 12.00.00.000000000 AM,21613928,50
ES1,C00309,IT0001012,06-DEC-2017 12.00.00.000000000 AM,265274,500,12-DEC-2017 12.00.00.000000000 AM,21613430,500
ES1,C00102,IT0001066,17-OCT-2017 12.00.00.000000000 AM,264814,130,24-DEC-2017 12.00.00.000000000 AM,21613865,130
ES3,C00110,IT0001162,20-DEC-2017 12.00.00.000000000 AM,265423,102,26-DEC-2017 12.00.00.000000000 AM,21613977,102
ES3,C00342,IT0001162,28-DEC-2017 12.00.00.000000000 AM,265508,96,29-DEC-2017 12.00.00.000000000 AM,21614089,96
ES1,C00360,IT0001484,04-DEC-2017 12.00.00.000000000 AM,221506,42,26-DEC-2017 12.00.00.000000000 AM,21613929,42
ES1,C00195,IT0001015,23-NOV-2017 12.00.00.000000000 AM,291913,3000,28-NOV-2017 12.00.00.000000000 AM,21612974,1750
ES1,C00195,IT0001015,23-NOV-2017 12.00.00.000000000 AM,291913,3000,07-DEC-2017 12.00.00.000000000 AM,21613256,1250
ES3,C00304,IT0001088,29-NOV-2017 12.00.00.000000000 AM,265210,220,29-NOV-2017 12.00.00.000000000 AM,21613088,220
ES3,C00246,IT0001020,28-NOV-2017 12.00.00.000000000 AM,265217,160,29-NOV-2017 12.00.00.000000000 AM,21613111,160
ES1,C00277,IT0001088,06-DEC-2017 12.00.00.000000000 AM,265281,100,18-DEC-2017 12.00.00.000000000 AM,21613640,100
ES1,C00110,IT0001020,11-OCT-2017 12.00.00.000000000 AM,264753,640,03-NOV-2017 12.00.00.000000000 AM,21612117,320
ES1,C00110,IT0001020,11-OCT-2017 12.00.00.000000000 AM,264753,640,10-NOV-2017 12.00.00.000000000 AM,21612313,320
ES1,C00252,IT0001084,21-DEC-2017 12.00.00.000000000 AM,291951,25,22-DEC-2017 12.00.00.000000000 AM,21613825,25
ES1,C00245,IT0001056,09-NOV-2017 12.00.00.000000000 AM,291883,160,14-NOV-2017 12.00.00.000000000 AM,21612425,160
ES1,C00246,IT0001040,06-DEC-2017 12.00.00.000000000 AM,265279,72,07-DEC-2017 12.00.00.000000000 AM,21613341,72
ES3,C00159,IT0001101,29-NOV-2017 12.00.00.000000000 AM,265238,500,10-DEC-2017 12.00.00.000000000 AM,21613411,150
ES1,C00314,IT0001162,20-NOV-2017 12.00.00.000000000 AM,265147,64,27-NOV-2017 12.00.00.000000000 AM,21613024,64
ES1,C00333,IT0001147,14-NOV-2017 12.00.00.000000000 AM,264998,1,14-NOV-2017 12.00.00.000000000 AM,21612512,1
ES1,C00256,IT0001040,28-NOV-2017 12.00.00.000000000 AM,291918,20,29-NOV-2017 12.00.00.000000000 AM,21613039,20
ES1,C00292,IT0001130,06-NOV-2017 12.00.00.000000000 AM,291876,32,26-NOV-2017 12.00.00.000000000 AM,21612916,32
ES1,C00355,IT0001514,13-OCT-2017 12.00.00.000000000 AM,221478,71,14-NOV-2017 12.00.00.000000000 AM,21612418,71
ES1,C00237,IT0001024,06-DEC-2017 12.00.00.000000000 AM,291925,480,07-DEC-2017 12.00.00.000000000 AM,21613260,480
ES1,C00251,IT0001151,31-OCT-2017 12.00.00.000000000 AM,291871,200,15-NOV-2017 12.00.00.000000000 AM,21612490,200
ES3,C00277,IT0001101,07-DEC-2017 12.00.00.000000000 AM,265295,1,19-DEC-2017 12.00.00.000000000 AM,21613701,1
ES1,C00311,IT0001499,12-DEC-2017 12.00.00.000000000 AM,265331,25,13-DEC-2017 12.00.00.000000000 AM,21613483,25
ES1,C00256,IT0001481,28-NOV-2017 12.00.00.000000000 AM,291918,139,04-DEC-2017 12.00.00.000000000 AM,21613133,25
ES1,C00256,IT0001481,28-NOV-2017 12.00.00.000000000 AM,291918,139,12-DEC-2017 12.00.00.000000000 AM,21613402,114
ES1,C00156,IT0001494,16-NOV-2017 12.00.00.000000000 AM,291897,160,21-NOV-2017 12.00.00.000000000 AM,21612659,160
ES3,C00313,IT0001162,29-NOV-2017 12.00.00.000000000 AM,265228,120,04-DEC-2017 12.00.00.000000000 AM,21613209,66
ES3,C00313,IT0001162,29-NOV-2017 12.00.00.000000000 AM,265228,120,07-DEC-2017 12.00.00.000000000 AM,21613360,54
ES1,C00335,IT0001088,17-OCT-2017 12.00.00.000000000 AM,264817,320,20-NOV-2017 12.00.00.000000000 AM,21612682,160
ES1,C00335,IT0001088,17-OCT-2017 12.00.00.000000000 AM,264817,320,13-DEC-2017 12.00.00.000000000 AM,21613542,160
ES1,C00139,IT0001113,10-NOV-2017 12.00.00.000000000 AM,264707,80,10-NOV-2017 12.00.00.000000000 AM,21612362,80
ES1,C00314,IT0001020,20-DEC-2017 12.00.00.000000000 AM,265394,160,21-DEC-2017 12.00.00.000000000 AM,21613852,160
ES1,C00287,IT0001020,13-DEC-2017 12.00.00.000000000 AM,265348,160,18-DEC-2017 12.00.00.000000000 AM,21613641,160
ES1,C00252,IT0001096,24-DEC-2017 12.00.00.000000000 AM,291954,3529,28-DEC-2017 12.00.00.000000000 AM,21614024,1440
ES1,C00252,IT0001096,24-DEC-2017 12.00.00.000000000 AM,291954,3529,28-DEC-2017 12.00.00.000000000 AM,21614029,1120
ES1,C00333,IT0001101,14-NOV-2017 12.00.00.000000000 AM,264998,1,14-NOV-2017 12.00.00.000000000 AM,21612512,1
ES1,C00115,IT0001113,28-NOV-2017 12.00.00.000000000 AM,265225,72,21-DEC-2017 12.00.00.000000000 AM,21613755,72
ES1,C00312,IT0001012,09-NOV-2017 12.00.00.000000000 AM,265027,1000,09-NOV-2017 12.00.00.000000000 AM,21612322,1000
ES1,C00129,IT0001068,19-DEC-2017 12.00.00.000000000 AM,265395,144,19-DEC-2017 12.00.00.000000000 AM,21613687,144
ES1,C00301,IT0001415,13-NOV-2017 12.00.00.000000000 AM,265069,10,15-NOV-2017 12.00.00.000000000 AM,21612542,10
ES1,C00102,IT0001020,17-OCT-2017 12.00.00.000000000 AM,264814,800,09-NOV-2017 12.00.00.000000000 AM,21612274,160
ES1,C00102,IT0001020,17-OCT-2017 12.00.00.000000000 AM,264814,800,21-NOV-2017 12.00.00.000000000 AM,21612674,160
ES1,C00110,IT0001040,11-OCT-2017 12.00.00.000000000 AM,264753,72,10-NOV-2017 12.00.00.000000000 AM,21612313,72
ES1,C00313,IT0001020,24-DEC-2017 12.00.00.000000000 AM,265464,480,27-DEC-2017 12.00.00.000000000 AM,21614003,480
ES1,C00238,IT0001076,09-OCT-2017 12.00.00.000000000 AM,264728,2250,12-NOV-2017 12.00.00.000000000 AM,21612401,1000
ES1,C00238,IT0001076,09-OCT-2017 12.00.00.000000000 AM,264728,2250,22-NOV-2017 12.00.00.000000000 AM,21612737,250
ES1,C00238,IT0001076,09-OCT-2017 12.00.00.000000000 AM,264728,2250,22-NOV-2017 12.00.00.000000000 AM,21612811,750
ES1,C00238,IT0001076,09-OCT-2017 12.00.00.000000000 AM,264728,2250,26-NOV-2017 12.00.00.000000000 AM,21612941,250
ES1,C00238,IT0001076,16-NOV-2017 12.00.00.000000000 AM,265096,750,19-DEC-2017 12.00.00.000000000 AM,21613734,750
ES1,C00332,IT0001300,05-DEC-2017 12.00.00.000000000 AM,280619,1150,05-DEC-2017 12.00.00.000000000 AM,21613321,1150
ES1,C00313,IT0001170,04-MAY-2017 12.00.00.000000000 AM,263321,78,20-DEC-2017 12.00.00.000000000 AM,21613810,18
ES1,C00237,IT0001024,15-NOV-2017 12.00.00.000000000 AM,291893,320,24-NOV-2017 12.00.00.000000000 AM,21612836,320
ES1,C00182,IT0001076,25-DEC-2017 12.00.00.000000000 AM,265471,300,26-DEC-2017 12.00.00.000000000 AM,21613992,300
ES1,C00309,IT0001012,20-NOV-2017 12.00.00.000000000 AM,265139,2000,29-NOV-2017 12.00.00.000000000 AM,21613090,2000
ES1,C00283,IT0001012,20-NOV-2017 12.00.00.000000000 AM,265134,500,21-NOV-2017 12.00.00.000000000 AM,21612745,500
ES1,C00195,IT0001107,23-NOV-2017 12.00.00.000000000 AM,291913,5,28-NOV-2017 12.00.00.000000000 AM,21612976,5
ES1,C00237,IT0001096,30-NOV-2017 12.00.00.000000000 AM,291921,320,07-DEC-2017 12.00.00.000000000 AM,21613257,320
ES1,C00355,IT0001236,16-NOV-2017 12.00.00.000000000 AM,221496,1920,25-DEC-2017 12.00.00.000000000 AM,21613905,1152
