,ORDERDATE,DELIVEREDQUANTITY
27894,26-04-2016,500
27906,26-04-2016,250
27907,26-04-2016,250
27908,26-04-2016,250
27909,26-04-2016,1000
27910,26-04-2016,500
27911,26-04-2016,250
27914,26-04-2016,250
27915,26-04-2016,250
27916,26-04-2016,250
27917,26-04-2016,250
27922,26-04-2016,500
27924,26-04-2016,1000
27925,26-04-2016,500
27926,26-04-2016,500
27931,27-04-2016,500
27932,27-04-2016,500
27964,28-04-2016,250
27965,28-04-2016,250
27966,28-04-2016,250
28015,30-04-2016,750
28016,30-04-2016,250
28030,30-04-2016,1000
28031,30-04-2016,1250
28032,30-04-2016,1000
28033,30-04-2016,750
28034,30-04-2016,750
28035,30-04-2016,250
28046,02-05-2016,500
28047,02-05-2016,500
28048,02-05-2016,500
28065,02-05-2016,250
28077,02-05-2016,250
28101,03-05-2016,750
28102,03-05-2016,250
28107,03-05-2016,250
28122,03-05-2016,250
28123,03-05-2016,250
28124,03-05-2016,500
28125,03-05-2016,250
28126,03-05-2016,250
28127,03-05-2016,250
28128,03-05-2016,250
28129,03-05-2016,250
28135,03-05-2016,500
28136,03-05-2016,250
28141,04-05-2016,250
28184,05-05-2016,250
28192,05-05-2016,500
28193,05-05-2016,250
28276,09-05-2016,750
28277,09-05-2016,1000
28278,09-05-2016,500
28279,09-05-2016,250
28280,09-05-2016,250
28338,09-05-2016,1000
28342,09-05-2016,250
28343,09-05-2016,1000
28344,09-05-2016,500
28345,09-05-2016,750
28346,09-05-2016,750
28373,10-05-2016,500
28377,11-05-2016,500
28378,11-05-2016,250
28379,11-05-2016,500
28380,11-05-2016,250
28450,11-05-2016,250
28451,11-05-2016,750
28452,11-05-2016,250
28460,12-05-2016,250
28461,12-05-2016,500
28462,12-05-2016,250
28463,12-05-2016,750
28465,12-05-2016,750
28479,12-05-2016,750
28480,12-05-2016,750
28481,12-05-2016,250
28541,12-05-2016,250
28542,12-05-2016,500
28543,12-05-2016,250
28544,12-05-2016,1000
28545,12-05-2016,250
28546,12-05-2016,250
28549,13-05-2016,250
28550,13-05-2016,500
28557,13-05-2016,500
28585,14-05-2016,500
28586,14-05-2016,250
28587,14-05-2016,500
28588,14-05-2016,750
28635,17-05-2016,1250
28636,17-05-2016,500
28637,17-05-2016,750
28638,17-05-2016,500
28639,17-05-2016,750
28681,17-05-2016,1000
28682,17-05-2016,500
28683,17-05-2016,1000
28720,18-05-2016,250
28722,18-05-2016,500
28726,18-05-2016,1000
28731,19-05-2016,1000
28732,19-05-2016,750
28733,19-05-2016,500
28734,19-05-2016,250
28735,19-05-2016,500
28783,20-05-2016,250
28785,20-05-2016,750
28786,20-05-2016,250
28793,20-05-2016,500
28826,23-05-2016,250
28827,23-05-2016,750
28828,23-05-2016,750
28829,23-05-2016,750
28861,23-05-2016,500
28862,23-05-2016,250
28867,23-05-2016,250
28869,23-05-2016,500
28870,23-05-2016,250
28871,23-05-2016,500
28872,23-05-2016,250
28873,23-05-2016,250
28874,23-05-2016,250
28877,23-05-2016,500
28918,24-05-2016,750
28919,24-05-2016,500
28920,24-05-2016,250
28921,24-05-2016,500
28922,24-05-2016,250
28923,24-05-2016,500
28924,24-05-2016,250
28925,24-05-2016,250
28926,24-05-2016,500
28933,24-05-2016,750
28934,24-05-2016,250
28955,24-05-2016,500
28962,24-05-2016,750
28971,24-05-2016,250
29000,26-05-2016,250
29007,26-05-2016,250
29008,26-05-2016,250
29009,26-05-2016,250
29010,26-05-2016,1000
29011,26-05-2016,500
29012,26-05-2016,250
29044,26-05-2016,250
29065,27-05-2016,250
29066,27-05-2016,750
29076,27-05-2016,500
29077,27-05-2016,750
29078,27-05-2016,250
29079,27-05-2016,500
29080,27-05-2016,1000
29081,27-05-2016,250
29082,27-05-2016,250
29083,27-05-2016,500
29084,27-05-2016,250
29101,27-05-2016,250
29102,27-05-2016,750
29103,27-05-2016,750
29104,27-05-2016,750
29140,28-05-2016,250
29141,28-05-2016,250
29152,28-05-2016,1000
29153,28-05-2016,250
29154,28-05-2016,500
29155,28-05-2016,500
29156,28-05-2016,250
29168,28-05-2016,750
29169,28-05-2016,500
29170,28-05-2016,750
29197,28-05-2016,250
29198,28-05-2016,500
29199,28-05-2016,500
29200,28-05-2016,500
29201,28-05-2016,500
29202,28-05-2016,250
29209,28-05-2016,500
29210,28-05-2016,250
29211,28-05-2016,250
29212,28-05-2016,500
29233,30-05-2016,500
29234,30-05-2016,2000
29240,30-05-2016,750
29241,30-05-2016,250
29242,30-05-2016,750
29243,30-05-2016,500
29244,30-05-2016,500
29245,30-05-2016,250
29280,30-05-2016,1000
29289,30-05-2016,1000
29372,01-06-2016,500
29382,01-06-2016,1250
29435,03-06-2016,500
29436,03-06-2016,250
29438,03-06-2016,250
29452,04-06-2016,500
29453,04-06-2016,750
29454,04-06-2016,250
29455,04-06-2016,250
29456,04-06-2016,250
29457,04-06-2016,500
29506,06-06-2016,250
29536,06-06-2016,1000
29537,06-06-2016,1250
29538,06-06-2016,250
29571,07-06-2016,250
29572,07-06-2016,500
29573,07-06-2016,750
29584,07-06-2016,250
29594,07-06-2016,500
29596,07-06-2016,500
29611,08-06-2016,250
29612,08-06-2016,500
29626,08-06-2016,1000
29636,08-06-2016,1000
29637,08-06-2016,1000
29643,08-06-2016,750
29644,08-06-2016,250
29645,08-06-2016,500
29646,08-06-2016,1000
29662,09-06-2016,500
29663,09-06-2016,250
29664,09-06-2016,500
29665,09-06-2016,500
29666,09-06-2016,750
29667,09-06-2016,250
29668,09-06-2016,250
29669,09-06-2016,750
29718,09-06-2016,250
29719,09-06-2016,250
29723,09-06-2016,250
29730,10-06-2016,750
29760,11-06-2016,250
29765,13-06-2016,500
29766,13-06-2016,500
29767,13-06-2016,750
29777,13-06-2016,250
29782,13-06-2016,250
29783,13-06-2016,250
29784,13-06-2016,750
29785,13-06-2016,750
29803,13-06-2016,500
29804,13-06-2016,500
29805,13-06-2016,1000
29847,14-06-2016,750
29848,14-06-2016,250
29849,14-06-2016,250
29863,14-06-2016,250
29876,14-06-2016,500
29882,14-06-2016,1250
29887,14-06-2016,500
29888,14-06-2016,250
29889,14-06-2016,250
29890,14-06-2016,500
29900,15-06-2016,750
29901,15-06-2016,1500
29902,15-06-2016,250
29913,15-06-2016,500
29922,15-06-2016,1000
29923,15-06-2016,1000
29924,15-06-2016,500
29928,15-06-2016,500
29929,15-06-2016,1500
29930,15-06-2016,500
29939,16-06-2016,750
29966,17-06-2016,1000
29967,17-06-2016,250
29975,17-06-2016,1000
29999,17-06-2016,500
30000,17-06-2016,500
30001,17-06-2016,2000
30004,17-06-2016,1500
30005,17-06-2016,750
30006,17-06-2016,500
30007,17-06-2016,250
30008,17-06-2016,250
30032,18-06-2016,175
30033,18-06-2016,175
30054,18-06-2016,500
30068,18-06-2016,50
30100,18-06-2016,250
30132,20-06-2016,1000
30133,20-06-2016,2000
30134,20-06-2016,750
30135,20-06-2016,250
30145,21-06-2016,2000
30149,21-06-2016,1250
30150,21-06-2016,750
30151,21-06-2016,2000
30170,21-06-2016,250
30181,21-06-2016,500
30196,22-06-2016,1000
30197,22-06-2016,1250
30198,22-06-2016,250
30210,22-06-2016,750
30211,22-06-2016,750
30212,22-06-2016,500
30216,22-06-2016,750
30217,22-06-2016,250
30218,22-06-2016,750
30230,22-06-2016,500
30231,22-06-2016,250
30252,23-06-2016,500
30275,23-06-2016,750
30276,23-06-2016,500
30277,23-06-2016,500
30292,24-06-2016,250
30293,24-06-2016,250
30304,25-06-2016,1250
30305,25-06-2016,750
30354,27-06-2016,1000
30366,28-06-2016,1500
30367,28-06-2016,750
30368,28-06-2016,250
30398,29-06-2016,250
30399,29-06-2016,750
30400,29-06-2016,250
30401,29-06-2016,500
30402,29-06-2016,250
30463,30-06-2016,750
30464,30-06-2016,1500
30465,30-06-2016,750
30466,30-06-2016,500
30467,30-06-2016,250
30489,30-06-2016,1250
30490,30-06-2016,750
30491,30-06-2016,500
30526,01-07-2016,750
30536,01-07-2016,250
30545,02-07-2016,500
30546,02-07-2016,250
30547,02-07-2016,250
30548,02-07-2016,500
30549,02-07-2016,500
30550,02-07-2016,500
30575,02-07-2016,500
30576,02-07-2016,250
30593,02-07-2016,1250
30594,02-07-2016,1250
30648,04-07-2016,500
30649,04-07-2016,250
30650,04-07-2016,1250
30670,04-07-2016,500
30700,05-07-2016,500
30709,06-07-2016,500
30710,06-07-2016,250
30774,09-07-2016,500
30775,09-07-2016,500
30776,09-07-2016,250
30799,11-07-2016,250
30832,12-07-2016,250
30921,16-07-2016,1000
30922,16-07-2016,500
30952,20-07-2016,250
30954,21-07-2016,1000
30955,21-07-2016,250
30956,21-07-2016,750
30959,21-07-2016,750
30960,21-07-2016,500
30961,21-07-2016,500
30962,21-07-2016,750
30972,21-07-2016,250
30978,21-07-2016,1250
30979,21-07-2016,750
30995,21-07-2016,1500
30996,21-07-2016,500
31000,21-07-2016,750
31007,22-07-2016,2000
31008,22-07-2016,750
31055,22-07-2016,250
31056,22-07-2016,750
31059,22-07-2016,250
31060,22-07-2016,2000
31061,22-07-2016,500
31084,23-07-2016,250
31085,23-07-2016,250
31086,23-07-2016,250
31087,23-07-2016,250
31107,23-07-2016,750
31131,25-07-2016,100
31145,25-07-2016,500
31146,25-07-2016,250
31147,25-07-2016,750
31148,25-07-2016,500
31166,26-07-2016,250
31178,26-07-2016,250
31179,26-07-2016,250
31180,26-07-2016,250
31181,26-07-2016,250
31182,26-07-2016,500
31183,26-07-2016,500
31211,27-07-2016,1000
31215,27-07-2016,250
31233,27-07-2016,750
31236,27-07-2016,750
31237,27-07-2016,750
31282,28-07-2016,250
31283,28-07-2016,500
31284,28-07-2016,500
31285,28-07-2016,1000
31286,28-07-2016,250
31293,29-07-2016,500
31294,29-07-2016,500
31295,29-07-2016,250
31296,29-07-2016,500
31297,29-07-2016,250
31319,29-07-2016,750
31320,29-07-2016,750
31350,30-07-2016,250
31360,01-08-2016,750
31361,01-08-2016,250
31379,01-08-2016,500
31384,01-08-2016,250
31385,01-08-2016,500
31397,02-08-2016,500
31398,02-08-2016,500
31399,02-08-2016,1000
31400,02-08-2016,250
31401,02-08-2016,500
31402,02-08-2016,750
31403,02-08-2016,250
31415,02-08-2016,500
31416,02-08-2016,250
31417,02-08-2016,1000
31426,02-08-2016,250
31438,03-08-2016,1000
31439,03-08-2016,1500
31450,03-08-2016,750
31451,03-08-2016,1250
31459,03-08-2016,750
31479,03-08-2016,1000
31480,03-08-2016,750
31483,03-08-2016,500
31484,03-08-2016,1000
31485,03-08-2016,1000
31489,03-08-2016,750
31490,03-08-2016,1250
31491,03-08-2016,250
31492,03-08-2016,1000
31493,03-08-2016,500
31494,03-08-2016,250
31495,03-08-2016,250
31496,03-08-2016,750
31510,04-08-2016,250
31511,04-08-2016,750
31512,04-08-2016,750
31513,04-08-2016,250
31518,04-08-2016,250
31519,04-08-2016,750
31520,04-08-2016,500
31528,04-08-2016,250
31532,04-08-2016,1000
31549,04-08-2016,250
31550,04-08-2016,750
31551,04-08-2016,500
31555,04-08-2016,500
31601,05-08-2016,250
31602,05-08-2016,250
31603,05-08-2016,500
31604,05-08-2016,500
31605,05-08-2016,1000
31606,05-08-2016,500
31617,05-08-2016,1500
31618,05-08-2016,500
31619,05-08-2016,500
31620,05-08-2016,500
31621,05-08-2016,1000
31622,05-08-2016,1000
31625,05-08-2016,250
31626,05-08-2016,1000
31627,05-08-2016,750
31628,05-08-2016,500
31656,05-08-2016,1750
31657,05-08-2016,500
31658,05-08-2016,250
31660,05-08-2016,1250
31661,05-08-2016,250
31662,05-08-2016,500
31663,05-08-2016,500
31683,05-08-2016,750
31684,05-08-2016,250
31685,05-08-2016,500
31699,05-08-2016,1000
31758,08-08-2016,500
31759,08-08-2016,500
31760,08-08-2016,500
31761,08-08-2016,500
31762,08-08-2016,250
31763,08-08-2016,500
31764,08-08-2016,250
31786,08-08-2016,250
31787,08-08-2016,500
31788,08-08-2016,500
31789,08-08-2016,750
31790,08-08-2016,500
31791,08-08-2016,250
31833,09-08-2016,250
31869,10-08-2016,250
31904,11-08-2016,250
31905,11-08-2016,500
31906,11-08-2016,750
31907,11-08-2016,500
31908,11-08-2016,500
31943,12-08-2016,1000
31944,12-08-2016,1000
31957,13-08-2016,1000
31962,13-08-2016,1000
31978,13-08-2016,250
31980,13-08-2016,250
31981,13-08-2016,2000
31982,13-08-2016,250
31983,13-08-2016,1000
31984,13-08-2016,250
31985,13-08-2016,250
32040,16-08-2016,500
32041,16-08-2016,250
32063,16-08-2016,500
32086,17-08-2016,250
32087,17-08-2016,750
32088,17-08-2016,250
32089,17-08-2016,250
32090,17-08-2016,500
32091,17-08-2016,250
32092,17-08-2016,250
32093,17-08-2016,500
32102,17-08-2016,250
32180,18-08-2016,250
32181,18-08-2016,250
32190,19-08-2016,250
32194,19-08-2016,500
32195,19-08-2016,250
32196,19-08-2016,250
32197,19-08-2016,500
32198,19-08-2016,250
32199,19-08-2016,500
32200,19-08-2016,500
32201,19-08-2016,500
32202,19-08-2016,250
32203,19-08-2016,250
32204,19-08-2016,250
32240,19-08-2016,250
32273,20-08-2016,750
32296,22-08-2016,250
32302,22-08-2016,250
32303,22-08-2016,500
32304,22-08-2016,250
32314,22-08-2016,250
32318,23-08-2016,500
32319,23-08-2016,250
32368,24-08-2016,250
32369,24-08-2016,250
32370,24-08-2016,500
32388,24-08-2016,500
32454,25-08-2016,1250
32464,25-08-2016,250
32485,26-08-2016,250
32486,26-08-2016,500
32489,26-08-2016,500
32490,26-08-2016,500
32534,27-08-2016,500
32535,27-08-2016,250
32536,27-08-2016,250
32557,29-08-2016,250
32558,29-08-2016,500
32559,29-08-2016,750
32649,30-08-2016,500
32650,30-08-2016,250
32651,30-08-2016,250
32657,31-08-2016,500
32658,31-08-2016,500
32668,31-08-2016,500
32669,31-08-2016,250
32670,31-08-2016,1000
32671,31-08-2016,250
32672,31-08-2016,250
32681,31-08-2016,750
32682,31-08-2016,250
32683,31-08-2016,250
32684,31-08-2016,500
32685,31-08-2016,500
32713,01-09-2016,1000
32718,01-09-2016,250
32740,02-09-2016,750
32741,02-09-2016,1000
32742,02-09-2016,750
32762,02-09-2016,250
32765,02-09-2016,1000
32776,02-09-2016,500
32777,03-09-2016,500
32778,03-09-2016,500
32815,07-09-2016,500
32820,07-09-2016,750
32821,07-09-2016,250
32847,07-09-2016,1000
32856,08-09-2016,250
32857,08-09-2016,750
32858,08-09-2016,500
32864,08-09-2016,250
32865,08-09-2016,250
32866,08-09-2016,250
32867,08-09-2016,250
32868,08-09-2016,250
32869,08-09-2016,250
32870,08-09-2016,500
32878,08-09-2016,500
32879,08-09-2016,250
32941,09-09-2016,250
32953,09-09-2016,500
32954,09-09-2016,750
32955,09-09-2016,250
32956,09-09-2016,500
32957,09-09-2016,500
32958,09-09-2016,500
32982,10-09-2016,250
32983,10-09-2016,500
32984,10-09-2016,500
32985,10-09-2016,500
32986,10-09-2016,750
32998,10-09-2016,250
32999,10-09-2016,250
33000,10-09-2016,250
33014,10-09-2016,500
33093,12-09-2016,500
33113,13-09-2016,500
33138,14-09-2016,500
33139,14-09-2016,250
33140,14-09-2016,250
33145,14-09-2016,250
33146,14-09-2016,500
33148,15-09-2016,1000
33149,15-09-2016,250
33166,15-09-2016,500
33167,15-09-2016,750
33180,15-09-2016,250
33181,15-09-2016,1000
33183,15-09-2016,250
33186,15-09-2016,1500
33202,16-09-2016,250
33214,16-09-2016,500
33215,16-09-2016,1000
33216,16-09-2016,750
33222,16-09-2016,250
33223,16-09-2016,500
33224,16-09-2016,250
33225,16-09-2016,500
33250,16-09-2016,250
33251,16-09-2016,750
33252,16-09-2016,250
33253,16-09-2016,250
33260,16-09-2016,1000
33261,16-09-2016,250
33268,16-09-2016,250
33269,16-09-2016,500
33270,16-09-2016,250
33283,16-09-2016,750
33284,16-09-2016,250
33325,17-09-2016,750
33348,17-09-2016,250
33352,19-09-2016,500
33353,19-09-2016,500
33354,19-09-2016,250
33391,19-09-2016,500
33396,19-09-2016,750
33401,19-09-2016,500
33402,19-09-2016,500
33403,19-09-2016,250
33451,21-09-2016,750
33473,22-09-2016,1000
33474,22-09-2016,250
33516,26-09-2016,250
33522,26-09-2016,500
33542,26-09-2016,750
33543,26-09-2016,250
33557,27-09-2016,500
33558,27-09-2016,500
33572,27-09-2016,250
33585,27-09-2016,250
33586,27-09-2016,250
33587,27-09-2016,250
33588,27-09-2016,750
33600,28-09-2016,250
33601,28-09-2016,250
33631,29-09-2016,1250
33635,29-09-2016,500
33636,29-09-2016,2000
33638,29-09-2016,750
33639,29-09-2016,500
33640,29-09-2016,750
33641,29-09-2016,500
33642,29-09-2016,750
33643,29-09-2016,250
33644,29-09-2016,250
33663,29-09-2016,500
33673,29-09-2016,500
33674,29-09-2016,1000
33676,29-09-2016,500
33677,29-09-2016,750
33678,29-09-2016,1250
33691,29-09-2016,500
33737,01-10-2016,250
33738,01-10-2016,500
33739,01-10-2016,250
33778,04-10-2016,250
33785,04-10-2016,500
33804,05-10-2016,250
33805,05-10-2016,250
33810,05-10-2016,500
33811,05-10-2016,750
33815,05-10-2016,500
33816,05-10-2016,500
33817,05-10-2016,500
33857,05-10-2016,500
33864,06-10-2016,250
33882,06-10-2016,500
33895,06-10-2016,500
33896,06-10-2016,750
33897,06-10-2016,500
33898,06-10-2016,250
33910,06-10-2016,250
33920,06-10-2016,750
33921,06-10-2016,500
33923,06-10-2016,500
33955,06-10-2016,250
33956,06-10-2016,250
34028,08-10-2016,250
34055,10-10-2016,750
34073,10-10-2016,250
34075,10-10-2016,250
34077,10-10-2016,1000
34078,10-10-2016,500
34079,10-10-2016,500
34080,10-10-2016,500
34081,10-10-2016,500
34082,10-10-2016,500
34119,11-10-2016,250
34120,11-10-2016,250
34135,12-10-2016,250
34136,12-10-2016,750
34137,12-10-2016,250
34138,12-10-2016,250
34199,14-10-2016,750
34200,14-10-2016,750
34202,14-10-2016,250
34216,14-10-2016,250
34217,14-10-2016,500
34226,14-10-2016,1000
34245,17-10-2016,250
34251,17-10-2016,250
34252,17-10-2016,250
34272,17-10-2016,250
34273,17-10-2016,250
34274,17-10-2016,500
34275,17-10-2016,500
34276,17-10-2016,250
34277,17-10-2016,250
34278,17-10-2016,250
34279,17-10-2016,250
34280,17-10-2016,500
34281,17-10-2016,250
34282,17-10-2016,250
34283,17-10-2016,500
34321,18-10-2016,250
34346,18-10-2016,1000
34347,18-10-2016,750
34348,18-10-2016,250
34352,18-10-2016,750
34353,18-10-2016,250
34373,19-10-2016,500
34374,19-10-2016,250
34375,19-10-2016,250
34401,20-10-2016,1000
34402,20-10-2016,250
34411,20-10-2016,250
34442,22-10-2016,500
34443,22-10-2016,1000
34450,22-10-2016,750
34451,22-10-2016,750
34452,22-10-2016,750
34453,22-10-2016,750
34454,22-10-2016,1000
34455,22-10-2016,1000
34480,22-10-2016,500
34489,22-10-2016,750
34491,24-10-2016,250
34492,24-10-2016,500
34493,24-10-2016,500
34507,24-10-2016,250
34535,25-10-2016,250
34536,25-10-2016,500
34537,25-10-2016,750
34538,25-10-2016,1000
34551,25-10-2016,500
34552,25-10-2016,500
34553,25-10-2016,500
34554,25-10-2016,500
34555,25-10-2016,500
34559,25-10-2016,500
34560,25-10-2016,250
34561,25-10-2016,500
34565,25-10-2016,750
34566,25-10-2016,750
34567,25-10-2016,750
34568,25-10-2016,250
34572,26-10-2016,750
34573,26-10-2016,500
34574,26-10-2016,750
34575,26-10-2016,500
34605,27-10-2016,250
34611,27-10-2016,750
34612,27-10-2016,250
34619,27-10-2016,500
34620,27-10-2016,250
34621,27-10-2016,500
34622,27-10-2016,250
34644,27-10-2016,1000
34666,28-10-2016,250
34670,28-10-2016,500
34671,28-10-2016,750
34672,28-10-2016,500
34673,28-10-2016,750
34691,28-10-2016,250
34692,28-10-2016,500
34693,28-10-2016,500
34694,28-10-2016,750
34695,28-10-2016,500
34701,28-10-2016,250
34733,29-10-2016,250
34739,31-10-2016,250
34745,31-10-2016,750
34790,02-11-2016,250
34806,02-11-2016,250
34810,02-11-2016,250
34820,02-11-2016,250
34850,03-11-2016,1000
34851,03-11-2016,250
34871,03-11-2016,750
34872,03-11-2016,500
34873,03-11-2016,250
34874,03-11-2016,250
34909,04-11-2016,500
34910,04-11-2016,250
34911,04-11-2016,250
34942,07-11-2016,250
34943,07-11-2016,250
34969,08-11-2016,750
34990,09-11-2016,750
34991,09-11-2016,500
34992,09-11-2016,500
34995,09-11-2016,500
34996,09-11-2016,500
34997,09-11-2016,500
35003,09-11-2016,250
35049,10-11-2016,750
35050,10-11-2016,250
35069,10-11-2016,500
35070,10-11-2016,250
35071,10-11-2016,500
35093,11-11-2016,250
35097,11-11-2016,250
35126,11-11-2016,250
35130,11-11-2016,500
35131,11-11-2016,1000
35132,11-11-2016,250
35133,11-11-2016,250
35134,11-11-2016,250
35135,11-11-2016,250
35137,11-11-2016,250
35138,11-11-2016,500
35139,11-11-2016,500
35140,11-11-2016,500
35141,11-11-2016,750
35173,12-11-2016,500
35174,12-11-2016,1500
35203,12-11-2016,1250
35204,12-11-2016,250
35205,12-11-2016,500
35212,12-11-2016,1000
35234,14-11-2016,1000
35235,14-11-2016,250
35244,14-11-2016,1250
35245,14-11-2016,750
35250,14-11-2016,750
35251,14-11-2016,500
35279,17-11-2016,250
35280,17-11-2016,500
35281,17-11-2016,250
35303,17-11-2016,750
35304,17-11-2016,750
35308,17-11-2016,250
35309,17-11-2016,250
35317,17-11-2016,250
35338,18-11-2016,500
35339,18-11-2016,250
35340,18-11-2016,250
35372,19-11-2016,500
35373,19-11-2016,750
35374,19-11-2016,500
35375,19-11-2016,250
35376,19-11-2016,750
35377,19-11-2016,1000
35378,19-11-2016,500
35379,19-11-2016,750
35381,19-11-2016,250
35394,19-11-2016,500
35398,19-11-2016,500
35450,21-11-2016,250
35465,22-11-2016,500
35466,22-11-2016,750
35467,22-11-2016,500
35468,22-11-2016,250
35469,22-11-2016,500
35470,22-11-2016,500
35484,22-11-2016,750
35485,22-11-2016,750
35494,22-11-2016,1000
35533,23-11-2016,750
35544,23-11-2016,500
35545,23-11-2016,750
35546,23-11-2016,250
35547,23-11-2016,1000
35573,24-11-2016,250
35594,24-11-2016,750
35612,25-11-2016,750
35613,25-11-2016,250
35658,26-11-2016,250
35659,26-11-2016,250
35666,26-11-2016,1000
35740,30-11-2016,250
35750,30-11-2016,750
35764,01-12-2016,250
35765,01-12-2016,750
35766,01-12-2016,250
35774,01-12-2016,500
35779,01-12-2016,1000
35780,01-12-2016,250
35797,01-12-2016,250
35857,06-12-2016,250
35859,06-12-2016,250
35860,06-12-2016,2000
35861,06-12-2016,1750
35869,06-12-2016,250
35877,06-12-2016,1000
35878,06-12-2016,1500
35888,06-12-2016,750
35896,06-12-2016,1500
35906,06-12-2016,500
35907,06-12-2016,500
35921,07-12-2016,1500
35946,07-12-2016,750
35947,07-12-2016,750
35948,07-12-2016,1000
35959,08-12-2016,1000
35961,08-12-2016,250
35962,08-12-2016,1000
35963,08-12-2016,750
35964,08-12-2016,250
35965,08-12-2016,500
35966,08-12-2016,750
35967,08-12-2016,750
35968,08-12-2016,250
35987,08-12-2016,250
35993,09-12-2016,250
35999,09-12-2016,750
36000,09-12-2016,500
36001,09-12-2016,250
36039,10-12-2016,500
36040,10-12-2016,1000
36041,10-12-2016,500
36042,10-12-2016,500
36043,10-12-2016,750
36044,10-12-2016,250
36074,10-12-2016,750
36075,10-12-2016,1500
36076,10-12-2016,250
36079,12-12-2016,750
36080,12-12-2016,250
36103,12-12-2016,750
36104,12-12-2016,250
36115,12-12-2016,500
36116,12-12-2016,250
36122,12-12-2016,250
36123,12-12-2016,1250
36124,12-12-2016,500
36125,12-12-2016,500
36126,12-12-2016,250
36127,12-12-2016,250
36128,12-12-2016,250
36129,12-12-2016,250
36130,12-12-2016,250
36131,12-12-2016,250
36139,12-12-2016,1000
36140,12-12-2016,750
36141,12-12-2016,500
36142,12-12-2016,250
36144,12-12-2016,750
36145,12-12-2016,750
36146,12-12-2016,1000
36160,13-12-2016,500
36166,13-12-2016,250
36174,13-12-2016,250
36175,13-12-2016,250
36196,14-12-2016,500
36212,14-12-2016,250
36215,14-12-2016,250
36232,14-12-2016,500
36262,15-12-2016,250
36263,15-12-2016,250
36266,15-12-2016,750
36290,15-12-2016,500
36320,15-12-2016,250
36321,15-12-2016,250
36322,15-12-2016,250
36323,15-12-2016,250
36327,15-12-2016,750
36328,15-12-2016,250
36329,15-12-2016,250
36333,15-12-2016,500
36334,15-12-2016,500
36335,15-12-2016,250
36341,15-12-2016,500
36342,15-12-2016,750
36343,15-12-2016,250
36360,15-12-2016,500
36361,15-12-2016,750
36362,15-12-2016,500
36363,15-12-2016,250
36367,16-12-2016,250
36370,16-12-2016,750
36379,16-12-2016,250
36400,16-12-2016,250
36420,16-12-2016,1000
36427,17-12-2016,250
36457,17-12-2016,750
36458,17-12-2016,250
36459,17-12-2016,500
36460,17-12-2016,500
36461,17-12-2016,250
36462,17-12-2016,250
36474,19-12-2016,250
36475,19-12-2016,250
36476,19-12-2016,500
36477,19-12-2016,250
36482,19-12-2016,1
36485,19-12-2016,250
36486,19-12-2016,250
36508,20-12-2016,250
36512,20-12-2016,500
36513,20-12-2016,250
36543,21-12-2016,750
36559,22-12-2016,1000
36598,23-12-2016,2000
36607,23-12-2016,500
36632,23-12-2016,1000
36633,23-12-2016,1000
36634,23-12-2016,250
36635,23-12-2016,250
36658,23-12-2016,250
36661,23-12-2016,500
36662,23-12-2016,500
36677,23-12-2016,250
36678,23-12-2016,250
36679,23-12-2016,500
36680,23-12-2016,500
36681,23-12-2016,250
36688,26-12-2016,250
36691,26-12-2016,750
36717,27-12-2016,250
36719,27-12-2016,250
36742,27-12-2016,500
36743,27-12-2016,250
36744,27-12-2016,250
36745,27-12-2016,500
36746,27-12-2016,250
36747,27-12-2016,250
36748,27-12-2016,250
36753,27-12-2016,1000
36754,27-12-2016,500
36755,27-12-2016,1000
36756,27-12-2016,500
36766,28-12-2016,500
36770,28-12-2016,250
36771,28-12-2016,1000
36772,28-12-2016,750
36773,28-12-2016,500
36776,28-12-2016,750
36777,28-12-2016,500
36782,28-12-2016,500
36783,28-12-2016,500
36784,28-12-2016,250
36798,28-12-2016,1000
36827,28-12-2016,500
36828,28-12-2016,750
36829,28-12-2016,750
36830,28-12-2016,500
36840,29-12-2016,250
36841,29-12-2016,1000
36845,29-12-2016,250
36855,30-12-2016,250
36857,30-12-2016,1000
36862,30-12-2016,500
36872,30-12-2016,250
36877,30-12-2016,250
36878,30-12-2016,250
36886,30-12-2016,1000
36918,02-01-2017,250
36939,03-01-2017,250
36940,03-01-2017,500
36941,03-01-2017,500
36942,03-01-2017,500
36943,03-01-2017,500
36944,03-01-2017,250
36982,03-01-2017,250
36983,03-01-2017,500
36984,03-01-2017,500
36985,03-01-2017,500
36986,03-01-2017,500
36987,03-01-2017,250
36988,03-01-2017,250
37003,03-01-2017,250
37004,03-01-2017,250
37005,03-01-2017,250
37008,04-01-2017,750
37009,04-01-2017,500
37010,04-01-2017,1000
37015,04-01-2017,250
37016,04-01-2017,500
37017,04-01-2017,1250
37018,04-01-2017,500
37019,04-01-2017,1250
37025,04-01-2017,1250
37031,04-01-2017,1250
37032,04-01-2017,1000
37033,04-01-2017,250
37036,04-01-2017,1000
37037,04-01-2017,250
37038,04-01-2017,500
37039,04-01-2017,250
37040,04-01-2017,250
37041,04-01-2017,1000
37042,04-01-2017,1750
37050,04-01-2017,250
37060,04-01-2017,250
37061,04-01-2017,250
37062,04-01-2017,250
37137,05-01-2017,750
37138,05-01-2017,500
37139,05-01-2017,500
37140,05-01-2017,250
37141,05-01-2017,250
37142,05-01-2017,250
